"id","name","total"
"96","ayman","76795.29"
"97","ayman","57815.367"
"98","ayman","41398.19"
"99","ayman","73110.07"
"100","ayman","11272.317"
"101","ayman","93730.91"
"102","ayman","93007.71"
"103","ayman","38896.574"
"104","ayman","72598.27"
"105","ayman","72840.42"
"106","ayman","9702.986"
"107","ayman","4105.6455"
"108","ayman","97094.9"
"109","ayman","77494.94"
"110","ayman","65602.305"
"111","ayman","74285.88"
"112","ayman","82833.555"
"113","ayman","7803.3447"
"114","ayman","68224.73"
"115","ayman","20370.406"
"116","ayman","28383.297"
"117","ayman","42977.535"
"118","ayman","35358.65"
"119","ayman","88432.58"
"120","ayman","17885.076"
"121","ayman","15642.959"
"122","ayman","72040.41"
"123","ayman","48138.707"
"124","ayman","77811.75"
"125","ayman","92453.35"
"126","ayman","32731.527"
"127","ayman","10567.73"
"128","ayman","27274.066"
"129","ayman","50901.508"
"130","ayman","57002.492"
"131","ayman","54042.44"
"132","ayman","4062.897"
"133","ayman","48859.17"
"134","ayman","62861.348"
"135","ayman","30390.828"
"136","ayman","64965.402"
"137","ayman","85800.375"
"138","ayman","47410.215"
"139","ayman","49251.984"
"140","ayman","840.8129"
"141","ayman","6981.2417"
"142","ayman","51224.93"
"143","ayman","61435.992"
"144","ayman","43477.703"
"145","ayman","97065.24"
"146","ayman","62282.605"
"147","ayman","95813.98"
"148","ayman","68812.22"
"149","ayman","40366.758"
"150","ayman","96518.195"
"151","ayman","3293.4963"
"152","ayman","75608.52"
"153","ayman","70566.336"
"154","ayman","33383.734"
"155","ayman","5368.9004"
"156","ayman","81711.56"
"157","ayman","14115.828"
"158","ayman","53181.363"
"159","ayman","35644.215"
"160","ayman","53242.98"
"161","ayman","6461.7754"
"162","ayman","42259.86"
"163","ayman","51035.92"
"164","ayman","62914.348"
"165","ayman","94679.305"
"166","ayman","21058.178"
"167","ayman","69952.586"
"168","ayman","62646.438"
"169","ayman","62453.05"
"170","ayman","65965.15"
"171","ayman","88739.47"
"172","ayman","44492.8"
"173","ayman","37159.742"
"174","ayman","3691.119"
"175","ayman","9.787083"
"176","ayman","40931.047"
"177","ayman","58836.93"
"178","ayman","60658.402"
"179","ayman","65220.5"
"180","ayman","88240.17"
"181","ayman","16894.12"
"182","ayman","17458.742"
"183","ayman","4685.557"
"184","ayman","46543.793"
"185","ayman","62004.15"
"186","ayman","43424.137"
"187","ayman","98728.93"
"188","ayman","86947.484"
"189","ayman","75541.15"
"190","ayman","89619.336"
"191","ayman","1187.4497"
"192","ayman","89114.34"
"193","ayman","41891.344"
"194","ayman","96454.21"
"195","ayman","42078.145"
"196","ayman","77069.92"
"197","ayman","63247.543"
"198","ayman","45856.13"
"199","ayman","67935.195"
"200","ayman","43887.895"
"201","ayman","26299.857"
"202","ayman","98981.01"
"203","ayman","59336.59"
"204","ayman","9502.524"
"205","ayman","89189.39"
"206","ayman","54646.14"
"207","ayman","92964.766"
"208","ayman","26867.324"
"209","ayman","7360.6074"
"210","ayman","23122.357"
"211","ayman","68578.62"
"212","ayman","2048.8025"
"213","ayman","31827.951"
"214","ayman","11556.482"
"215","ayman","53032.5"
"216","ayman","86683.484"
"217","ayman","80039.69"
"218","ayman","12979.078"
"219","ayman","22898.09"
"220","ayman","47632.855"
"221","ayman","34413.6"
"125","ayman","34298.13"
"222","ayman","78151.94"
"223","ayman","67613.86"
"224","ayman","44134.523"
"225","ayman","75328.445"
"226","ayman","28424.775"
"227","ayman","29586.78"
"228","ayman","33921.45"
"229","ayman","72232.98"
"230","ayman","13087.028"
"220","ayman","20024.865"
"231","ayman","16228.307"
"232","ayman","3817.469"
"233","ayman","30437.064"
"234","ayman","83199.82"
"235","ayman","45205.38"
"236","ayman","41255.38"
"237","ayman","79971.37"
"238","ayman","95144.12"
"239","ayman","45175.914"
"240","ayman","68465.414"
"241","ayman","87877.58"
"242","ayman","198.96626"
"243","ayman","47941.57"
"244","ayman","76666.75"
"245","ayman","8883.214"
"246","ayman","91343.664"
"247","ayman","37288.902"
"248","ayman","5450.088"
"249","ayman","60038.42"
"250","ayman","92990.75"
"251","ayman","65513.547"
"252","ayman","45025.246"
"253","ayman","26964.701"
"254","ayman","41756.934"
"255","ayman","90683.34"
"256","ayman","71441.04"
"257","ayman","46315.9"
"258","ayman","9116.28"
"259","ayman","10570.275"
"260","ayman","17181.867"
"261","ayman","74681.586"
"262","ayman","21946.418"
"263","ayman","86191.195"
"264","ayman","33689.312"
"265","ayman","67604.53"
"266","ayman","93464.28"
"267","ayman","12335.092"
"268","ayman","47373.484"
"269","ayman","74734.82"
"270","ayman","63529.055"
"271","ayman","89509.914"
"272","ayman","50619.85"
"273","ayman","48849.82"
"12","ayman","57992.156"
"274","ayman","12535.96"
"275","ayman","58953.305"
"276","ayman","79068.01"
"277","ayman","89726.71"
"278","ayman","25350.84"
"279","ayman","97447.36"
"280","ayman","83183.8"
"281","ayman","11526.233"
"282","ayman","9476.924"
"283","ayman","46159.758"
"284","ayman","41248.496"
"285","ayman","87374.67"
"286","ayman","77225.76"
"287","ayman","4188.1025"
"288","ayman","52523.57"
"289","ayman","93626.61"
"290","ayman","12020.141"
"291","ayman","60894.613"
"292","ayman","95063.18"
"170","ayman","44635.57"
"293","ayman","55398.26"
"294","ayman","49836.617"
"52","ayman","70697.89"
"156","ayman","31484.36"
"295","ayman","95250.46"
"296","ayman","37452.113"
"297","ayman","59742.89"
"298","ayman","26277.035"
"299","ayman","92635.57"
"300","ayman","10159.385"
"301","ayman","56088.42"
"302","ayman","5674.702"
"303","ayman","81665.234"
"304","ayman","66907.41"
"305","ayman","18641.371"
"306","ayman","8940.619"
"307","ayman","44986.586"
"308","ayman","50579.633"
"309","ayman","28424.615"
"310","ayman","21529.36"
"311","ayman","14858.55"
"312","ayman","65502.61"
"313","ayman","7527.119"
"314","ayman","61693.883"
"315","ayman","70186.57"
"316","ayman","75718.516"
"317","ayman","37961.535"
"318","ayman","9016.007"
"319","ayman","86549.34"
"320","ayman","47056.836"
"321","ayman","58439.97"
"322","ayman","13827.8125"
"323","ayman","78551.25"
"324","ayman","59226.773"
"325","ayman","95413.9"
"326","ayman","92693.76"
"327","ayman","50590.676"
"328","ayman","63463.324"
"329","ayman","45576.953"
"330","ayman","81953.74"
"331","ayman","65029.418"
"332","ayman","37234.945"
"333","ayman","65709.875"
"334","ayman","61853.88"
"335","ayman","28881.943"
"336","ayman","34843.535"
"337","ayman","65087.938"
"338","ayman","94582.2"
"339","ayman","2725.2078"
"340","ayman","68810.984"
"341","ayman","23655.033"
"342","ayman","4169.7324"
"343","ayman","92418.93"
"344","ayman","4279.107"
"345","ayman","41345.58"
"346","ayman","65997.336"
"347","ayman","11785.639"
"348","ayman","29516.852"
"349","ayman","24154.031"
"350","ayman","21860.307"
"351","ayman","42164.625"
"352","ayman","69024.3"
"353","ayman","76910.586"
"354","ayman","83903.7"
"355","ayman","78303.984"
"356","ayman","24303.984"
"357","ayman","68895.69"
"358","ayman","52685.24"
"359","ayman","67008.98"
"360","ayman","93058.74"
"361","ayman","98115.92"
"362","ayman","37097.18"
"363","ayman","9381.586"
"364","ayman","66387.41"
"365","ayman","87268.57"
"366","ayman","11258.816"
"367","ayman","8917.672"
"368","ayman","82234.32"
"369","ayman","48161.875"
"370","ayman","58423.37"
"371","ayman","98656.18"
"372","ayman","55578.53"
"373","ayman","37796.2"
"374","ayman","68780.28"
"375","ayman","77566.12"
"376","ayman","15419.412"
"377","ayman","59828.586"
"378","ayman","34208.105"
"379","ayman","86456.13"
"380","ayman","61783.492"
"381","ayman","72690.0"
"382","ayman","2481.2043"
"383","ayman","12160.462"
"384","ayman","55628.88"
"385","ayman","30919.684"
"386","ayman","38291.855"
"387","ayman","92267.57"
"388","ayman","61457.344"
"389","ayman","35874.05"
"390","ayman","58560.43"
"391","ayman","44293.027"
"392","ayman","28562.91"
"393","ayman","52568.555"
"394","ayman","56599.582"
"395","ayman","44455.84"
"396","ayman","2887.273"
"397","ayman","31088.9"
"398","ayman","79332.35"
"399","ayman","25798.875"
"400","ayman","92838.46"
"401","ayman","13874.996"
"402","ayman","36031.89"
"403","ayman","4383.6533"
"404","ayman","76637.414"
"405","ayman","2402.3413"
"406","ayman","23534.578"
"407","ayman","85927.336"
"408","ayman","61342.68"
"409","ayman","28463.525"
"410","ayman","63081.492"
"411","ayman","22422.873"
"412","ayman","11553.794"
"413","ayman","80582.91"
"414","ayman","90879.78"
"415","ayman","86459.64"
"416","ayman","76724.43"
"417","ayman","49119.05"
"418","ayman","51021.17"
"419","ayman","58758.22"
"420","ayman","19594.223"
"421","ayman","25877.547"
"422","ayman","69480.76"
"423","ayman","7126.9155"
"424","ayman","39019.258"
"425","ayman","76243.54"
"426","ayman","82627.11"
"103","ayman","60426.945"
"427","ayman","24508.13"
"428","ayman","40118.76"
"37","ayman","25976.926"
"429","ayman","62855.523"
"430","ayman","61880.977"
"431","ayman","21698.57"
"432","ayman","46756.547"
"433","ayman","97289.73"
"434","ayman","21886.48"
"435","ayman","58596.61"
"436","ayman","7173.2046"
"437","ayman","59067.65"
"438","ayman","50151.176"
"439","ayman","71868.555"
"440","ayman","48394.41"
"441","ayman","66817.516"
"442","ayman","13798.457"
"443","ayman","94224.39"
"444","ayman","37317.53"
"445","ayman","87309.266"
"446","ayman","70215.96"
"447","ayman","80001.805"
"448","ayman","26732.701"
"449","ayman","86409.57"
"450","ayman","68089.41"
"451","ayman","91694.58"
"452","ayman","3178.227"
"453","ayman","43542.965"
"454","ayman","64462.41"
"455","ayman","40750.76"
"456","ayman","54227.816"
"457","ayman","88895.69"
"458","ayman","61805.41"
"459","ayman","24083.084"
"460","ayman","95281.65"
"461","ayman","88404.84"
"462","ayman","34488.176"
"463","ayman","45126.12"
"464","ayman","68094.99"
"465","ayman","49535.805"
"430","ayman","14395.278"
"466","ayman","40089.793"
"467","ayman","50869.715"
"468","ayman","99738.89"
"469","ayman","35794.324"
"470","ayman","57631.04"
"471","ayman","92054.055"
"472","ayman","24193.502"
"473","ayman","5139.953"
"474","ayman","29867.137"
"475","ayman","67575.58"
"476","ayman","76095.83"
"477","ayman","21731.639"
"478","ayman","60761.16"
"479","ayman","46750.3"
"480","ayman","56831.895"
"481","ayman","75030.664"
"482","ayman","26453.627"
"483","ayman","21106.72"
"484","ayman","8426.917"
"485","ayman","77217.92"
"486","ayman","14557.559"
"487","ayman","24220.4"
"488","ayman","49541.344"
"489","ayman","98441.67"
"490","ayman","16013.587"
"491","ayman","90102.81"
"492","ayman","84963.74"
"493","ayman","12192.381"
"494","ayman","19982.195"
"495","ayman","10854.429"
"496","ayman","63021.797"
"497","ayman","91546.766"
"498","ayman","25687.426"
"499","ayman","82699.95"
"500","ayman","69891.125"
"501","ayman","22864.08"
"502","ayman","8850.891"
"503","ayman","85514.15"
"504","ayman","57494.207"
"505","ayman","99355.27"
"506","ayman","18013.322"
"507","ayman","88150.43"
"508","ayman","41098.367"
"509","ayman","31489.182"
"510","ayman","79131.55"
"299","ayman","97365.43"
"511","ayman","34737.293"
"132","ayman","81434.82"
"512","ayman","17081.66"
"513","ayman","45816.977"
"514","ayman","17584.496"
"515","ayman","64860.74"
"141","ayman","97366.914"
"516","ayman","99426.34"
"517","ayman","59872.543"
"518","ayman","12758.393"
"519","ayman","13258.225"
"520","ayman","54797.746"
"521","ayman","87148.875"
"522","ayman","38329.14"
"523","ayman","24662.424"
"524","ayman","5207.8784"
"525","ayman","58458.098"
"526","ayman","91139.42"
"527","ayman","92838.33"
"528","ayman","71015.21"
"529","ayman","94377.664"
"530","ayman","1003.64685"
"531","ayman","31544.834"
"532","ayman","95566.76"
"533","ayman","76676.52"
"534","ayman","77173.734"
"523","ayman","43522.465"
"535","ayman","5600.4106"
"536","ayman","25452.172"
"537","ayman","62938.273"
"538","ayman","99998.93"
"539","ayman","33600.344"
"540","ayman","97834.39"
"541","ayman","55492.793"
"542","ayman","98690.58"
"543","ayman","10615.141"
"544","ayman","17508.316"
"545","ayman","21950.93"
"474","ayman","22362.447"
"546","ayman","50113.945"
"547","ayman","52349.652"
"548","ayman","17615.64"
"549","ayman","73012.25"
"550","ayman","32949.586"
"551","ayman","68425.695"
"552","ayman","31322.29"
"553","ayman","52875.406"
"554","ayman","35100.324"
"555","ayman","71320.75"
"556","ayman","56107.508"
"557","ayman","817.46576"
"558","ayman","60555.434"
"559","ayman","66486.734"
"560","ayman","51006.812"
"561","ayman","45346.8"
"295","ayman","86202.51"
"562","ayman","34277.074"
"563","ayman","4361.427"
"564","ayman","77702.51"
"565","ayman","60648.5"
"566","ayman","16751.527"
"567","ayman","93231.42"
"568","ayman","39687.71"
"569","ayman","95068.375"
"100","ayman","32242.86"
"570","ayman","78822.28"
"571","ayman","10378.909"
"572","ayman","99244.914"
"573","ayman","98829.0"
"574","ayman","69349.4"
"227","ayman","97877.95"
"575","ayman","34578.805"
"576","ayman","82772.016"
"577","ayman","83934.66"
"578","ayman","57622.773"
"579","ayman","38025.684"
"580","ayman","14376.42"
"581","ayman","62510.957"
"582","ayman","9032.911"
"583","ayman","31900.645"
"584","ayman","43433.125"
"585","ayman","20500.338"
"586","ayman","67828.06"
"587","ayman","9823.77"
"588","ayman","35000.56"
"589","ayman","79394.3"
"590","ayman","93171.92"
"591","ayman","31896.287"
"592","ayman","49521.5"
"593","ayman","87343.22"
"594","ayman","73032.164"
"595","ayman","71099.17"
"596","ayman","53681.04"
"597","ayman","72876.94"
"598","ayman","4267.788"
"599","ayman","4904.175"
"600","ayman","22462.701"
"601","ayman","84830.055"
"602","ayman","54457.402"
"267","ayman","78049.18"
"603","ayman","37293.785"
"604","ayman","32458.621"
"605","ayman","52680.85"
"606","ayman","5716.1987"
"607","ayman","54099.15"
"608","ayman","46177.023"
"609","ayman","1192.4506"
"610","ayman","32187.068"
"611","ayman","98054.46"
"612","ayman","66610.766"
"613","ayman","48611.51"
"614","ayman","89695.56"
"615","ayman","32207.793"
"616","ayman","75601.94"
"617","ayman","12835.532"
"618","ayman","44003.47"
"619","ayman","84459.2"
"620","ayman","92503.83"
"621","ayman","88258.125"
"622","ayman","68189.14"
"623","ayman","20646.482"
"624","ayman","74505.33"
"355","ayman","28864.17"
"625","ayman","170.20703"
"626","ayman","26315.17"
"627","ayman","40956.37"
"628","ayman","12483.942"
"629","ayman","13928.205"
"630","ayman","41982.02"
"319","ayman","34180.48"
"631","ayman","58399.67"
"632","ayman","54540.996"
"633","ayman","92596.41"
"118","ayman","34190.105"
"634","ayman","80853.99"
"635","ayman","67676.805"
"636","ayman","87582.89"
"637","ayman","55687.684"
"638","ayman","27907.67"
"639","ayman","11270.422"
"640","ayman","11310.518"
"641","ayman","35033.94"
"642","ayman","76653.53"
"643","ayman","97032.81"
"644","ayman","21229.387"
"645","ayman","59842.062"
"646","ayman","22404.676"
"647","ayman","70570.87"
"648","ayman","87945.3"
"649","ayman","44582.17"
"650","ayman","64940.723"
"651","ayman","85710.04"
"652","ayman","59155.43"
"653","ayman","40808.59"
"654","ayman","86178.19"
"655","ayman","83668.266"
"656","ayman","98906.54"
"657","ayman","65980.164"
"658","ayman","4800.832"
"659","ayman","77687.72"
"660","ayman","77228.11"
"661","ayman","94318.7"
"662","ayman","40982.1"
"663","ayman","86100.64"
"664","ayman","30299.45"
"665","ayman","77004.86"
"593","ayman","58209.645"
"666","ayman","47915.207"
"667","ayman","80896.82"
"668","ayman","51799.094"
"49","ayman","63363.152"
"239","ayman","13992.924"
"669","ayman","40288.613"
"670","ayman","16120.356"
"671","ayman","34815.805"
"672","ayman","63028.14"
"673","ayman","59097.887"
"674","ayman","93226.7"
"675","ayman","14850.819"
"676","ayman","55962.062"
"677","ayman","93184.78"
"678","ayman","49110.156"
"679","ayman","16539.818"
"680","ayman","22895.975"
"681","ayman","37283.582"
"682","ayman","70688.5"
"683","ayman","14321.989"
"684","ayman","72962.14"
"685","ayman","33262.605"
"686","ayman","64214.395"
"687","ayman","59807.086"
"688","ayman","69099.32"
"689","ayman","62395.69"
"690","ayman","5144.2085"
"691","ayman","29721.236"
"692","ayman","55889.414"
"693","ayman","17828.953"
"694","ayman","57107.168"
"695","ayman","86059.39"
"696","ayman","9630.68"
"697","ayman","10795.379"
"698","ayman","53928.84"
"388","ayman","85159.164"
"699","ayman","67524.79"
"700","ayman","90293.47"
"701","ayman","30257.91"
"702","ayman","13368.213"
"703","ayman","97561.25"
"704","ayman","39943.48"
"705","ayman","5172.783"
"706","ayman","373.888"
"707","ayman","28537.72"
"708","ayman","25342.72"
"709","ayman","36583.46"
"710","ayman","79443.375"
"711","ayman","43498.492"
"712","ayman","24889.934"
"713","ayman","66459.766"
"714","ayman","21779.764"
"715","ayman","8226.8"
"436","ayman","46665.34"
"716","ayman","11067.998"
"717","ayman","62062.84"
"718","ayman","3266.573"
"719","ayman","75706.26"
"720","ayman","31590.55"
"721","ayman","42118.508"
"722","ayman","44864.773"
"723","ayman","620.99695"
"724","ayman","77326.72"
"725","ayman","13618.63"
"726","ayman","66890.36"
"727","ayman","13097.197"
"728","ayman","52460.016"
"729","ayman","87841.26"
"730","ayman","55328.316"
"731","ayman","81405.016"
"732","ayman","34020.1"
"733","ayman","61061.816"
"734","ayman","80985.88"
"735","ayman","32532.996"
"736","ayman","21825.879"
"737","ayman","67533.68"
"738","ayman","67710.71"
"739","ayman","54775.977"
"740","ayman","37834.45"
"741","ayman","66971.586"
"742","ayman","42061.11"
"743","ayman","63984.703"
"744","ayman","73292.99"
"745","ayman","42149.6"
"746","ayman","60593.652"
"747","ayman","54326.363"
"748","ayman","96319.336"
"749","ayman","47161.043"
"750","ayman","53561.242"
"751","ayman","54279.977"
"752","ayman","88946.35"
"753","ayman","73255.766"
"754","ayman","90953.71"
"755","ayman","685.64417"
"71","ayman","12342.966"
"756","ayman","29517.316"
"757","ayman","13829.827"
"738","ayman","97039.625"
"758","ayman","34756.24"
"759","ayman","20861.191"
"760","ayman","63437.97"
"761","ayman","43715.69"
"762","ayman","85057.875"
"763","ayman","84892.586"
"596","ayman","18109.482"
"764","ayman","87756.945"
"765","ayman","33991.875"
"766","ayman","19034.14"
"767","ayman","43241.895"
"768","ayman","56536.848"
"769","ayman","84057.445"
"770","ayman","82297.33"
"771","ayman","44564.11"
"772","ayman","82914.695"
"773","ayman","3854.4714"
"774","ayman","76105.79"
"775","ayman","2007.4844"
"776","ayman","57716.5"
"777","ayman","62587.07"
"778","ayman","78225.93"
"779","ayman","24527.895"
"541","ayman","65119.426"
"780","ayman","4616.326"
"781","ayman","62604.004"
"782","ayman","60564.27"
"783","ayman","80003.64"
"784","ayman","17755.746"
"785","ayman","25649.686"
"786","ayman","25624.865"
"787","ayman","92588.04"
"788","ayman","26882.518"
"789","ayman","44648.13"
"790","ayman","33982.367"
"791","ayman","79675.76"
"792","ayman","11519.099"
"793","ayman","30726.111"
"794","ayman","96727.734"
"795","ayman","85955.64"
"796","ayman","53218.633"
"797","ayman","27909.422"
"798","ayman","927.788"
"799","ayman","37259.5"
"800","ayman","69151.19"
"801","ayman","97258.414"
"802","ayman","15967.202"
"803","ayman","48715.688"
"804","ayman","14039.701"
"805","ayman","21490.99"
"806","ayman","52632.3"
"807","ayman","58806.36"
"808","ayman","54320.2"
"809","ayman","76234.32"
"810","ayman","19277.805"
"811","ayman","61002.176"
"812","ayman","13047.146"
"813","ayman","66329.67"
"814","ayman","81200.13"
"815","ayman","31066.793"
"816","ayman","70181.516"
"817","ayman","50960.69"
"818","ayman","63787.617"
"819","ayman","84789.21"
"820","ayman","68537.5"
"821","ayman","62481.527"
"822","ayman","70558.875"
"823","ayman","45624.465"
"824","ayman","47972.78"
"825","ayman","26761.377"
"826","ayman","47841.566"
"827","ayman","5983.3945"
"828","ayman","47126.918"
"829","ayman","75597.15"
"830","ayman","41633.8"
"831","ayman","26470.81"
"832","ayman","98818.016"
"833","ayman","55550.9"
"834","ayman","41451.766"
"835","ayman","2358.4844"
"836","ayman","81316.6"
"837","ayman","29686.19"
"838","ayman","48844.695"
"839","ayman","16858.096"
"840","ayman","46158.46"
"841","ayman","37746.285"
"842","ayman","52705.38"
"843","ayman","2583.289"
"844","ayman","81427.16"
"845","ayman","77125.32"
"846","ayman","13684.964"
"847","ayman","43244.547"
"848","ayman","94904.8"
"849","ayman","48032.086"
"850","ayman","50408.113"
"851","ayman","87239.85"
"852","ayman","37708.234"
"853","ayman","51474.207"
"250","ayman","70660.31"
"854","ayman","7461.1006"
"855","ayman","48275.203"
"856","ayman","5600.512"
"857","ayman","63991.918"
"858","ayman","55128.293"
"859","ayman","6746.1313"
"860","ayman","4924.667"
"861","ayman","16934.234"
"862","ayman","4497.421"
"863","ayman","239.259"
"864","ayman","94947.65"
"865","ayman","54605.62"
"856","ayman","27788.473"
"866","ayman","20590.764"
"867","ayman","99117.56"
"868","ayman","98653.64"
"869","ayman","95789.17"
"870","ayman","78223.98"
"871","ayman","65110.855"
"872","ayman","59180.74"
"368","ayman","38786.37"
"873","ayman","84724.54"
"874","ayman","68052.5"
"387","ayman","75110.97"
"875","ayman","55630.516"
"876","ayman","36884.387"
"877","ayman","49231.953"
"878","ayman","24720.45"
"879","ayman","2244.1506"
"880","ayman","12295.7705"
"881","ayman","84081.29"
"882","ayman","10787.409"
"748","ayman","29613.18"
"883","ayman","53939.23"
"884","ayman","85842.586"
"885","ayman","20967.15"
"886","ayman","64331.777"
"887","ayman","42329.703"
"888","ayman","84321.31"
"889","ayman","34062.0"
"890","ayman","85593.08"
"891","ayman","92266.15"
"892","ayman","50316.633"
"893","ayman","93155.336"
"894","ayman","72449.055"
"895","ayman","45183.92"
"896","ayman","32332.725"
"897","ayman","56026.03"
"898","ayman","42986.53"
"899","ayman","35566.78"
"900","ayman","62242.1"
"901","ayman","91862.56"
"902","ayman","58522.13"
"903","ayman","78280.52"
"904","ayman","11424.744"
"722","ayman","65328.28"
"475","ayman","18065.346"
"905","ayman","99772.98"
"906","ayman","97488.93"
"907","ayman","986.5105"
"908","ayman","21274.482"
"909","ayman","36304.887"
"910","ayman","38030.72"
"911","ayman","72362.89"
"912","ayman","80761.055"
"913","ayman","45420.27"
"914","ayman","18875.068"
"915","ayman","85537.07"
"916","ayman","80232.234"
"917","ayman","64048.06"
"918","ayman","70518.766"
"919","ayman","38483.836"
"920","ayman","79070.98"
"921","ayman","18967.05"
"922","ayman","234.5562"
"923","ayman","18412.965"
"924","ayman","32694.828"
"925","ayman","23461.162"
"926","ayman","68409.88"
"605","ayman","55736.758"
"927","ayman","83236.66"
"928","ayman","3871.876"
"929","ayman","65025.8"
"930","ayman","7298.0522"
"931","ayman","30688.537"
"932","ayman","47439.11"
"929","ayman","6234.002"
"503","ayman","25208.24"
"933","ayman","20255.143"
"934","ayman","80899.336"
"935","ayman","42813.3"
"603","ayman","60980.457"
"936","ayman","393.4026"
"937","ayman","8280.3545"
"938","ayman","59654.324"
"939","ayman","5878.5083"
"940","ayman","34081.41"
"941","ayman","710.52313"
"942","ayman","15887.267"
"943","ayman","86156.81"
"944","ayman","8340.812"
"945","ayman","9818.321"
"946","ayman","37773.09"
"947","ayman","96525.875"
"948","ayman","88519.59"
"949","ayman","30375.666"
"950","ayman","86548.38"
"951","ayman","36896.895"
"104","ayman","13434.988"
"952","ayman","87817.82"
"953","ayman","37308.664"
"954","ayman","88022.79"
"955","ayman","15692.413"
"956","ayman","58667.137"
"957","ayman","26473.074"
"958","ayman","65779.78"
"959","ayman","71401.516"
"960","ayman","31871.54"
"961","ayman","78100.05"
"962","ayman","62495.51"
"963","ayman","51605.297"
"964","ayman","34135.516"
"965","ayman","11247.546"
"966","ayman","3108.5015"
"967","ayman","16120.076"
"968","ayman","6582.9634"
"969","ayman","14727.062"
"970","ayman","79738.625"
"514","ayman","57704.34"
"971","ayman","37849.2"
"972","ayman","40428.07"
"973","ayman","56650.33"
"22","ayman","73755.16"
"974","ayman","48717.57"
"975","ayman","19884.383"
"976","ayman","62813.867"
"977","ayman","70651.59"
"978","ayman","76850.41"
"979","ayman","87565.96"
"980","ayman","39298.59"
"981","ayman","6096.6133"
"982","ayman","83113.54"
"983","ayman","95041.8"
"984","ayman","7631.242"
"985","ayman","87170.71"
"986","ayman","95273.45"
"987","ayman","35238.98"
"988","ayman","32620.264"
"989","ayman","71275.55"
"990","ayman","11211.609"
"991","ayman","47998.53"
"992","ayman","62076.645"
"993","ayman","9081.071"
"994","ayman","79297.57"
"995","ayman","58232.926"
"996","ayman","58549.184"
"986","ayman","71661.914"
"997","ayman","76529.15"
"998","ayman","50553.543"
"999","ayman","47453.69"
